+-----------------------------------+-------+
|               name                | birth |
| Karin van der Laag                | 1971  |
| Katyna Huberman                   | 1971  |
| Kenji Matsuda                     | 1971  |
| Kent Faulcon                      | 1971  |
| Kim Tae-Woo                       | 1971  |
| Klára Melísková                   | 1971  |
| Kris Aquino                       | 1971  |
| Krista Allen                      | 1971  |
| Laila Goody                       | 1971  |
| Laurent Capelluto                 | 1971  |
| Lene Elise Bergum                 | 1971  |
| Liisa Repo-Martell                | 1971  |
| Lisa Ekdahl                       | 1971  |
| Lola Dueñas                       | 1971  |
| Lotlot De Leon                    | 1971  |
| Louise Mieritz                    | 1971  |
| Luciano Huck                      | 1971  |
| Luigi Baricelli                   | 1971  |
| Luis Tosar                        | 1971  |
| Lyman Chen                        | 1971  |
| Mackenzie Crook                   | 1971  |
| Malgorzata Lewinska               | 1971  |
| Marcelo Faria                     | 1971  |
| Marek Harloff                     | 1971  |
| Mark Alkofer                      | 1971  |
| Mark Wahlberg                     | 1971  |
| Masato Hagiwara                   | 1971  |
| Matt Stone                        | 1971  |
| Mattijn Hartemink                 | 1971  |
| Mei Ching Lim                     | 1971  |
| Menh-Wai Trinh                    | 1971  |
| Merila Zare'i                     | 1971  |
| Michael A. Goorjian               | 1971  |
| Michael D. Olmos                  | 1971  |
| Michael J. Arbouet                | 1971  |
| Michael von der Heide             | 1971  |
| Michela Cescon                    | 1971  |
| Miguel Rodarte                    | 1971  |
| Mike Leonardo                     | 1971  |
| Miriam Shor                       | 1971  |
| Missy Elliott                     | 1971  |
| Mitch Davis                       | 1971  |
| Miyuki Komatsu                    | 1971  |
| Monica Calhoun                    | 1971  |
| Monika Schnarre                   | 1971  |
| Moritz Bleibtreu                  | 1971  |
| Mónica Camaño                     | 1971  |
| Nacho Fresneda                    | 1971  |
| Najib Amhali                      | 1971  |
| Naoki Tanaka                      | 1971  |
| Nasha Aziz                        | 1971  |
| Nathan Fillion                    | 1971  |
| Nathaniel Arcand                  | 1971  |
| Ni Yan                            | 1971  |
| Nick Rish                         | 1971  |
| Nienke Brinkhuis                  | 1971  |
| Niki Karimi                       | 1971  |
| Nikki Ziering                     | 1971  |
| Nina Hyvärinen                    | 1971  |
| Nono Chen                         | 1971  |
| Noriko Sakai                      | 1971  |
| Oh-jung Kwon                      | 1971  |
| Olgun Simsek                      | 1971  |
| Pablo Ramos                       | 1971  |
| Patricia Velasquez                | 1971  |
| Paul Bettany                      | 1971  |
| Pawan Kalyan                      | 1971  |
| Pedro Lacerda                     | 1971  |
| Pete Spratt                       | 1971  |
| Peter Franzén                     | 1971  |
| Peter New                         | 1971  |
| Peter Sarsgaard                   | 1971  |
| Peter Stebbings                   | 1971  |
| Pierre Tatarka                    | 1971  |
| Pinky Cheung                      | 1971  |
| Priscilla Inga Taylor             | 1971  |
| Prodromos Antoniadis              | 1971  |
| Rachael Blake                     | 1971  |
| Rajpal Yadav                      | 1971  |
| Ralph Steel                       | 1971  |
| Raoul Bova                        | 1971  |
| Ravi Kishan                       | 1971  |
| Regina King                       | 1971  |
| Reiko Kataoka                     | 1971  |
| Richard Archer                    | 1971  |
| Rick Kavanian                     | 1971  |
| Riho Makise                       | 1971  |
| Rituparna Sengupta                | 1971  |
| Rob Corddry                       | 1971  |
| Rob Moretti                       | 1971  |
| Sanaa Lathan                      | 1971  |
| Sandra Oh                         | 1971  |
| Sanjay Suri                       | 1971  |
| Scott Mosier                      | 1971  |
| Sean Astin                        | 1971  |
| Seo-hee Jang                      | 1971  |
| Shaan Shahid                      | 1971  |
| Shawn Wayans                      | 1971  |
| Simon Lyndon                      | 1971  |
| Simon N. Butera                   | 1971  |
| Simon Schwarz                     | 1971  |
| Snoop Dogg                        | 1971  |
| Sophie Huber                      | 1971  |
| Sophiya Haque                     | 1971  |
| Stefano Accorsi                   | 1971  |
| Stephanie Love                    | 1971  |
| Stephanie Salas                   | 1971  |
| Stine Varvin                      | 1971  |
| Stuart Bunce                      | 1971  |
| Suzette Bacó                      | 1971  |
| Sylvie Testud                     | 1971  |
| Tae Kimura                        | 1971  |
| Tanaaz Currim Irani               | 1971  |
| Tariq Trotter                     | 1971  |
| Tatiana Sorokko                   | 1971  |
| Taye Diggs                        | 1971  |
| Thomas Bartholomäus               | 1971  |
| Tia Texada                        | 1971  |
| Tiffany Hendra                    | 1971  |
| Tiina Lymi                        | 1971  |
| Timmo Niesner                     | 1971  |
| Tobias Zilliacus                  | 1971  |
| Tony Stewart                      | 1971  |
| Trond Espen Seim                  | 1971  |
| Victoria Haralabidou              | 1971  |
| Vitaliy Linetskiy                 | 1971  |
| Vittorio Attene                   | 1971  |
| Vojin Cetkovic                    | 1971  |
| Vrajesh Hirjee                    | 1971  |
| Wendy Benson-Landes               | 1971  |
| Wendy van Dijk                    | 1971  |
| Will Stewart                      | 1971  |
| Xavier Naidoo                     | 1971  |
| Ying Qu                           | 1971  |
| Yuhang Ho                         | 1971  |
| Yuval Segal                       | 1971  |
| Yûko Daike                        | 1971  |
| Aaron Hendren                     | 1972  |
| Adam Beach                        | 1972  |
| Alec Von Bargen                   | 1972  |
| Aleksey Makarov                   | 1972  |
| Aleksey Pashin                    | 1972  |
| Alessandro Aleotti                | 1972  |
| Alessandro Nivola                 | 1972  |
| Alex Brendemühl                   | 1972  |
| Amanda Peet                       | 1972  |
| Anabelle Lachatte                 | 1972  |
| Angela Shelton                    | 1972  |
| Anjala Zaveri                     | 1972  |
| Anna Fialkova                     | 1972  |
| April Monique Burril              | 1972  |
| Archie Panjabi                    | 1972  |
| Ariadne Shaffer                   | 1972  |
| Arjun Rampal                      | 1972  |
| Armando Buttafava                 | 1972  |
| Arndt Schwering-Sohnrey           | 1972  |
| Ayesha Jhulka                     | 1972  |
| Barbara Schulz                    | 1972  |
| Barry Atsma                       | 1972  |
| Bart Ettekoven                    | 1972  |
| Bastian Pastewka                  | 1972  |
| Ben Affleck                       | 1972  |
| Bryce McLaughlin                  | 1972  |
| Busta Rhymes                      | 1972  |
| C.W. Horn                         | 1972  |
| Cameron Diaz                      | 1972  |
| Carmen Electra                    | 1972  |
| Casper Andreas                    | 1972  |
| Catarina Furtado                  | 1972  |
| Catherine McCormack               | 1972  |
| Chang Yun                         | 1972  |
| Chapman To                        | 1972  |
| Chinami Hayashida                 | 1972  |
| Chris Garrison                    | 1972  |
| Christian Potenza                 | 1972  |
| Christopher Daniel Barnes         | 1972  |
| Christopher Flynn                 | 1972  |
| Claire Price                      | 1972  |
| Coralia Ríos                      | 1972  |
| Crystal Allen                     | 1972  |
| Csaba Pindroch                    | 1972  |
| Daan Schuurmans                   | 1972  |
| Dameon Clarke                     | 1972  |
| Daniel Bätscher                   | 1972  |
| Daniel Schuster                   | 1972  |
| Darren Shahlavi                   | 1972  |
| David Llewellyn Child             | 1972  |
| David Wilson Barnes               | 1972  |
| Dean Monroe                       | 1972  |
| Debbie D                          | 1972  |
| Dmitriy Mulyar                    | 1972  |
| Dmitriy Ulyanov                   | 1972  |
| Dorka Gryllus                     | 1972  |
| Drea de Matteo                    | 1972  |
| Durul Bazan                       | 1972  |
| Dwayne Boyd                       | 1972  |
| Dwayne Johnson                    | 1972  |
| Edoardo Leo                       | 1972  |
| Elena Babenko                     | 1972  |
| Elizabeth Berkley                 | 1972  |
| Eminem                            | 1972  |
| Engin Günaydin                    | 1972  |
